URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/mos/ValueSet/DESCNonQualifiant-vs,0.1.0,draft,,DescnonqualifiantVs,,"","StructureDefinition/DESCNonQualifiant","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/besoinScolarite-vs,0.1.0,draft,,BesoinscolariteVs,,"","StructureDefinition/VieScolaire","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/besoinVieQuotidienne-vs,0.1.0,draft,,BesoinviequotidienneVs,,"","StructureDefinition/VieQuotidienne","ans.fr.terminologies,Other"
https://interop.esante.gouv.fr/ig/mos/ValueSet/capaciteSavoirFaire-vs,0.1.0,draft,,CapacitesavoirfaireVs,,"","StructureDefinition/CapaciteSavoirfaire","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/categorieEtablissement-vs,0.1.0,draft,,CategorieetablissementVs,,"","StructureDefinition/EntiteGeographique","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/code-vs,0.1.0,draft,,CodeVs,,"","StructureDefinition/DivisionTerritoriale","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/competence-vs,0.1.0,draft,,CompetenceVs,,"","StructureDefinition/Competence","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/competenceExclusive-vs,0.1.0,draft,,CompetenceexclusiveVs,,"","StructureDefinition/CompetenceExclusive","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/competenceMetier-vs,0.1.0,draft,,CompetencemetiereVs,,"",,"ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/droitExerciceComplementaire-vs,0.1.0,draft,,DroitexercicecomplementaireVs,,"","StructureDefinition/DroitExerciceComplementaire","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/familleActiviteOperationnelle-vs,0.1.0,draft,,FamilleactiviteoperationnelleVs,,"","StructureDefinition/OffreOperationnelle","ans.fr.terminologies,Other"
https://interop.esante.gouv.fr/ig/mos/ValueSet/fonctionQualifiee-vs,0.1.0,draft,,FonctionqualifieeVs,,"","StructureDefinition/FonctionQualifiee","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/lieuNaissance-vs,0.1.0,draft,,LieunaissanceVs,,"","StructureDefinition/PersonnePhysique","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/orientationParticuliere-vs,0.1.0,draft,,OrientationparticuliereVs,,"","StructureDefinition/OrientationParticuliere","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/paysNaissance-vs,0.1.0,draft,,PaysnaissanceVs,,"","StructureDefinition/PersonnePhysique","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/paysNationalite-vs,0.1.0,draft,,PaysnationaliteVs,,"","StructureDefinition/PersonnePhysique","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/profession-vs,0.1.0,draft,,ProfessionVs,,"","StructureDefinition/ExerciceProfessionnel","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/professionCategorieSocioProfessionnelle-vs,0.1.0,draft,,ProfessioncategoriesocioprofessionnelleVs,,"","StructureDefinition/PersonnePhysique","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/professionRessource-vs,0.1.0,draft,,ProfessionressourceVs,,"","StructureDefinition/OffreOperationnelle","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/qualificationPAC-vs,0.1.0,draft,,QualificationpacVs,,"","StructureDefinition/QualificationPAC","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/relation-vs,0.1.0,draft,,RelationVs,,"","StructureDefinition/Contact","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/role-vs,0.1.0,draft,,RoleVs,,"","StructureDefinition/SituationExercice","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/secteurActivite-vs,0.1.0,draft,,SecteuractiviteVs,,"","StructureDefinition/EntiteGeographique","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/sexe-vs,0.1.0,draft,,SexeVs,,"","StructureDefinition/PersonnePhysique","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/specialite-vs,0.1.0,draft,,SpecialiteVs,,"","StructureDefinition/Specialite","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/surspecialiteTransversale-vs,0.1.0,draft,,SurspecialitetransversaleVs,,"","StructureDefinition/SurspecialiteTransversale","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/typeProfession-vs,0.1.0,draft,,TypeprofessionVs,,"","StructureDefinition/ExerciceProfessionnel","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/typeRole-vs,0.1.0,draft,,TyperoleVs,,"","StructureDefinition/SituationExercice","ans.fr.terminologies"
