URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/DESCNonQualifiant-vs,0.1.0,draft,,DescnonqualifiantVs,,"","StructureDefinition/DESCNonQualifiant","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/capaciteSavoirFaire-vs,0.1.0,draft,,CapacitesavoirfaireVs,,"","StructureDefinition/CapaciteSavoirfaire","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/competence-vs,0.1.0,draft,,CompetenceVs,,"","StructureDefinition/Competence","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/competenceExclusive-vs,0.1.0,draft,,CompetenceexclusiveVs,,"","StructureDefinition/CompetenceExclusive","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/competenceMetier-vs,0.1.0,draft,,CompetencemetiereVs,,"","StructureDefinition/CompetenceMetier","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/droitExerciceComplementaire-vs,0.1.0,draft,,DroitexercicecomplementaireVs,,"","StructureDefinition/DroitExerciceComplementaire","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/fonctionQualifiee-vs,0.1.0,draft,,FonctionqualifieeVs,,"","StructureDefinition/FonctionQualifiee","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/lieuNaissance-vs,0.1.0,draft,,LieunaissanceVs,,"","StructureDefinition/PersonnePhysique","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/orientationParticuliere-vs,0.1.0,draft,,OrientationparticuliereVs,,"","StructureDefinition/OrientationParticuliere","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/paysNaissance-vs,0.1.0,draft,,PaysnaissanceVs,,"","StructureDefinition/PersonnePhysique","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/paysNationalite-vs,0.1.0,draft,,PaysnationaliteVs,,"","StructureDefinition/PersonnePhysique","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/profession-vs,0.1.0,draft,,ProfessionVs,,"","StructureDefinition/ExerciceProfessionnel","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/professionCategorieSocioProfessionnelle-vs,0.1.0,draft,,ProfessioncategoriesocioprofessionnelleVs,,"","StructureDefinition/PersonnePhysique","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/qualificationPAC-vs,0.1.0,draft,,QualificationpacVs,,"","StructureDefinition/QualificationPAC","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/role-vs,0.1.0,draft,,RoleVs,,"","StructureDefinition/SituationExercice","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/sexe-vs,0.1.0,draft,,SexeVs,,"","StructureDefinition/PersonnePhysique","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/specialite-vs,0.1.0,draft,,SpecialiteVs,,"","StructureDefinition/Specialite","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/surspecialiteTransversale-vs,0.1.0,draft,,SurspecialitetransversaleVs,,"","StructureDefinition/SurspecialiteTransversale","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/typeProfession-vs,0.1.0,draft,,TypeprofessionVs,,"","StructureDefinition/ExerciceProfessionnel","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/mos/ValueSet/typeRole-vs,0.1.0,draft,,TyperoleVs,,"","StructureDefinition/SituationExercice","ans.fr.terminologies"
